"DT_GERACAO";"HH_GERACAO";"CD_UF_TSE";"CD_UF_IBGE";"SG_UF";"NM_UF";"CD_MUNICIPIO_TSE";"NM_MUNICIPIO_TSE";"CD_MUNICIPIO_IBGE";"NM_MUNICIPIO_IBGE"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01007";"Bujari";1200138;"Bujari"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01015";"Capixaba";1200179;"Capixaba"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01023";"Porto Acre";1200807;"Porto Acre"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01031";"Santa Rosa Do Purus";1200435;"Santa Rosa Do Purus"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01040";"Marechal Thaumaturgo";1200351;"Marechal Thaumaturgo"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01058";"Brasiléia";1200104;"Brasiléia"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01066";"Porto Walter";1200393;"Porto Walter"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01074";"Cruzeiro Do Sul";1200203;"Cruzeiro Do Sul"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01082";"Rodrigues Alves";1200427;"Rodrigues Alves"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01090";"Mâncio Lima";1200336;"Mâncio Lima"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01104";"Jordão";1200328;"Jordão"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01112";"Epitaciolândia";1200252;"Epitaciolândia"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01120";"Acrelândia";1200013;"Acrelândia"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01139";"Feijó";1200302;"Feijó"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01392";"Rio Branco";1200401;"Rio Branco"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01457";"Sena Madureira";1200500;"Sena Madureira"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01473";"Tarauacá";1200609;"Tarauacá"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01490";"Xapuri";1200708;"Xapuri"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01511";"Plácido De Castro";1200385;"Plácido De Castro"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01538";"Senador Guiomard";1200450;"Senador Guiomard"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01554";"Manoel Urbano";1200344;"Manoel Urbano"
"09/08/2026";"09:00:14";24;12;"AC";"Acre";"01570";"Assis Brasil";1200054;"Assis Brasil"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27006";"Paripueira";2706448;"Paripueira"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27014";"Água Branca";2700102;"Água Branca"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27022";"Pariconha";2706422;"Pariconha"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27030";"Anadia";2700201;"Anadia"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27049";"Estrela De Alagoas";2702553;"Estrela De Alagoas"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27057";"Arapiraca";2700300;"Arapiraca"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27065";"Jequiá Da Praia";2703759;"Jequiá Da Praia"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27073";"Atalaia";2700409;"Atalaia"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27081";"Campestre";2701357;"Campestre"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27090";"Barra De Santo Antônio";2700508;"Barra De Santo Antônio"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27111";"Barra De São Miguel";2700607;"Barra De São Miguel"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27138";"Batalha";2700706;"Batalha"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27154";"Belém";2700805;"Belém"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27170";"Belo Monte";2700904;"Belo Monte"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27197";"Boca Da Mata";2701001;"Boca Da Mata"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27219";"Branquinha";2701100;"Branquinha"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27235";"Cacimbinhas";2701209;"Cacimbinhas"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27251";"Cajueiro";2701308;"Cajueiro"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27278";"Campo Alegre";2701407;"Campo Alegre"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27294";"Campo Grande";2701506;"Campo Grande"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27316";"Canapi";2701605;"Canapi"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27332";"Capela";2701704;"Capela"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27359";"Carneiros";2701803;"Carneiros"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27375";"Chã Preta";2701902;"Chã Preta"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27391";"Coité Do Nóia";2702009;"Coité Do Nóia"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27413";"Colônia Leopoldina";2702108;"Colônia Leopoldina"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27430";"Coqueiro Seco";2702207;"Coqueiro Seco"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27456";"Coruripe";2702306;"Coruripe"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27472";"Delmiro Gouveia";2702405;"Delmiro Gouveia"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27499";"Dois Riachos";2702504;"Dois Riachos"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27510";"Feira Grande";2702603;"Feira Grande"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27537";"Feliz Deserto";2702702;"Feliz Deserto"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27553";"Flexeiras";2702801;"Flexeiras"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27570";"Girau Do Ponciano";2702900;"Girau Do Ponciano"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27596";"Ibateguara";2703007;"Ibateguara"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27618";"Igaci";2703106;"Igaci"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27634";"Igreja Nova";2703205;"Igreja Nova"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27650";"Inhapi";2703304;"Inhapi"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27677";"Jacaré Dos Homens";2703403;"Jacaré Dos Homens"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27693";"Jacuípe";2703502;"Jacuípe"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27715";"Japaratinga";2703601;"Japaratinga"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27731";"Jaramataia";2703700;"Jaramataia"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27758";"Joaquim Gomes";2703809;"Joaquim Gomes"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27774";"Jundiá";2703908;"Jundiá"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27790";"Junqueiro";2704005;"Junqueiro"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27812";"Lagoa Da Canoa";2704104;"Lagoa Da Canoa"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27839";"Limoeiro De Anadia";2704203;"Limoeiro De Anadia"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27855";"Maceió";2704302;"Maceió"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27871";"Major Isidoro";2704401;"Major Isidoro"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27898";"Maragogi";2704500;"Maragogi"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27910";"Maravilha";2704609;"Maravilha"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27936";"Marechal Deodoro";2704708;"Marechal Deodoro"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27952";"Maribondo";2704807;"Maribondo"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27979";"Mar Vermelho";2704906;"Mar Vermelho"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"27995";"Mata Grande";2705002;"Mata Grande"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28010";"Matriz De Camaragibe";2705101;"Matriz De Camaragibe"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28037";"Messias";2705200;"Messias"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28053";"Minador Do Negrão";2705309;"Minador Do Negrão"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28070";"Monteirópolis";2705408;"Monteirópolis"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28096";"Murici";2705507;"Murici"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28118";"Novo Lino";2705606;"Novo Lino"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28134";"Olho D'Água Das Flores";2705705;"Olho D'Água Das Flores"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28150";"Olho D'Água Do Casado";2705804;"Olho D'Água Do Casado"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28177";"Olho D'Água Grande";2705903;"Olho D'Água Grande"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28193";"Olivença";2706000;"Olivença"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28215";"Ouro Branco";2706109;"Ouro Branco"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28231";"Palestina";2706208;"Palestina"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28258";"Palmeira Dos Índios";2706307;"Palmeira Dos Índios"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28274";"Pão De Açúcar";2706406;"Pão De Açúcar"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28290";"Passo De Camaragibe";2706505;"Passo De Camaragibe"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28312";"Paulo Jacinto";2706604;"Paulo Jacinto"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28339";"Penedo";2706703;"Penedo"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28355";"Piaçabuçu";2706802;"Piaçabuçu"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28371";"Pilar";2706901;"Pilar"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28398";"Pindoba";2707008;"Pindoba"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28410";"Piranhas";2707107;"Piranhas"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28436";"Poço Das Trincheiras";2707206;"Poço Das Trincheiras"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28452";"Porto Calvo";2707305;"Porto Calvo"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28479";"Porto De Pedras";2707404;"Porto De Pedras"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28495";"Porto Real Do Colégio";2707503;"Porto Real Do Colégio"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28517";"Quebrangulo";2707602;"Quebrangulo"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28533";"Rio Largo";2707701;"Rio Largo"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28550";"Roteiro";2707800;"Roteiro"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28576";"Santa Luzia Do Norte";2707909;"Santa Luzia Do Norte"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28592";"Santana Do Ipanema";2708006;"Santana Do Ipanema"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28614";"Santana Do Mundaú";2708105;"Santana Do Mundaú"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28630";"São Brás";2708204;"São Brás"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28657";"São José Da Laje";2708303;"São José Da Laje"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28673";"São José Da Tapera";2708402;"São José Da Tapera"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28690";"São Luís Do Quitunde";2708501;"São Luís Do Quitunde"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28711";"São Miguel Dos Campos";2708600;"São Miguel Dos Campos"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28738";"São Miguel Dos Milagres";2708709;"São Miguel Dos Milagres"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28754";"São Sebastião";2708808;"São Sebastião"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28770";"Satuba";2708907;"Satuba"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28797";"Tanque D'Arca";2709004;"Tanque D'Arca"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28819";"Taquarana";2709103;"Taquarana"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28835";"Traipu";2709202;"Traipu"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28851";"União Dos Palmares";2709301;"União Dos Palmares"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28878";"Viçosa";2709400;"Viçosa"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28894";"Craíbas";2702355;"Craíbas"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28916";"Senador Rui Palmeira";2708956;"Senador Rui Palmeira"
"09/08/2026";"09:00:14";17;27;"AL";"Alagoas";"28932";"Teotônio Vilela";2709152;"Teotônio Vilela"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02003";"Apuí";1300144;"Apuí"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02011";"Novo Airão";1303205;"Novo Airão"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02020";"Guajará";1301654;"Guajará"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02038";"Anori";1300102;"Anori"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02046";"Careiro Da Várzea";1301159;"Careiro Da Várzea"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02054";"Atalaia Do Norte";1300201;"Atalaia Do Norte"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02070";"Autazes";1300300;"Autazes"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02097";"Barcelos";1300409;"Barcelos"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02119";"Barreirinha";1300508;"Barreirinha"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02135";"Benjamin Constant";1300607;"Benjamin Constant"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02151";"Boca Do Acre";1300706;"Boca Do Acre"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02178";"Borba";1300805;"Borba"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02194";"Canutama";1300904;"Canutama"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02216";"Carauari";1301001;"Carauari"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02232";"Careiro";1301100;"Careiro"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02259";"Coari";1301209;"Coari"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02275";"Codajás";1301308;"Codajás"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02291";"Eirunepé";1301407;"Eirunepé"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02313";"Envira";1301506;"Envira"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02330";"Fonte Boa";1301605;"Fonte Boa"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02356";"Humaitá";1301704;"Humaitá"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02372";"Santa Isabel Do Rio Negro";1303601;"Santa Isabel Do Rio Negro"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02399";"Ipixuna";1301803;"Ipixuna"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02410";"Itacoatiara";1301902;"Itacoatiara"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02437";"Itapiranga";1302009;"Itapiranga"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02453";"Japurá";1302108;"Japurá"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02470";"Juruá";1302207;"Juruá"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02496";"Jutaí";1302306;"Jutaí"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02518";"Lábrea";1302405;"Lábrea"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02534";"Manacapuru";1302504;"Manacapuru"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02550";"Manaus";1302603;"Manaus"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02577";"Manicoré";1302702;"Manicoré"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02593";"Maraã";1302801;"Maraã"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02615";"Maués";1302900;"Maués"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02631";"Nhamundá";1303007;"Nhamundá"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02658";"Nova Olinda Do Norte";1303106;"Nova Olinda Do Norte"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02674";"Novo Aripuanã";1303304;"Novo Aripuanã"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02690";"Parintins";1303403;"Parintins"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02712";"Pauini";1303502;"Pauini"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02739";"Santo Antônio Do Içá";1303700;"Santo Antônio Do Içá"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02755";"São Paulo De Olivença";1303908;"São Paulo De Olivença"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02771";"Silves";1304005;"Silves"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02798";"Tapauá";1304104;"Tapauá"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02810";"Tefé";1304203;"Tefé"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02836";"São Gabriel Da Cachoeira";1303809;"São Gabriel Da Cachoeira"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02852";"Urucará";1304302;"Urucará"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02879";"Urucurituba";1304401;"Urucurituba"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02895";"Alvarães";1300029;"Alvarães"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02917";"Amaturá";1300060;"Amaturá"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02933";"Anamã";1300086;"Anamã"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02950";"Beruri";1300631;"Beruri"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02976";"Boa Vista Do Ramos";1300680;"Boa Vista Do Ramos"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"02992";"Caapiranga";1300839;"Caapiranga"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"98353";"Iranduba";1301852;"Iranduba"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"98370";"Itamarati";1301951;"Itamarati"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"98396";"Manaquiri";1302553;"Manaquiri"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"98418";"Presidente Figueiredo";1303536;"Presidente Figueiredo"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"98434";"Rio Preto Da Eva";1303569;"Rio Preto Da Eva"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"98450";"São Sebastião Do Uatumã";1303957;"São Sebastião Do Uatumã"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"98477";"Tabatinga";1304062;"Tabatinga"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"98493";"Uarini";1304260;"Uarini"
"09/08/2026";"09:00:14";22;13;"AM";"Amazonas";"98515";"Tonantins";1304237;"Tonantins"
"09/08/2026";"09:00:14";25;16;"AP";"Amapá";"06009";"Pracuúba";1600550;"Pracuúba"
"09/08/2026";"09:00:14";25;16;"AP";"Amapá";"06017";"Amapá";1600105;"Amapá"
"09/08/2026";"09:00:14";25;16;"AP";"Amapá";"06025";"Porto Grande";1600535;"Porto Grande"
"09/08/2026";"09:00:14";25;16;"AP";"Amapá";"06033";"Calçoene";1600204;"Calçoene"
"09/08/2026";"09:00:14";25;16;"AP";"Amapá";"06041";"Itaubal";1600253;"Itaubal"
"09/08/2026";"09:00:14";25;16;"AP";"Amapá";"06050";"Macapá";1600303;"Macapá"
"09/08/2026";"09:00:14";25;16;"AP";"Amapá";"06068";"Cutias";1600212;"Cutias"
"09/08/2026";"09:00:14";25;16;"AP";"Amapá";"06076";"Mazagão";1600402;"Mazagão"
"09/08/2026";"09:00:14";25;16;"AP";"Amapá";"06084";"Pedra Branca Do Amapari";1600154;"Pedra Branca Do Amapari"
"09/08/2026";"09:00:14";25;16;"AP";"Amapá";"06092";"Oiapoque";1600501;"Oiapoque"
"09/08/2026";"09:00:14";25;16;"AP";"Amapá";"06106";"Serra Do Navio";1600055;"Serra Do Navio"
"09/08/2026";"09:00:14";25;16;"AP";"Amapá";"06114";"Ferreira Gomes";1600238;"Ferreira Gomes"
"09/08/2026";"09:00:14";25;16;"AP";"Amapá";"06122";"Vitória Do Jari";1600808;"Vitória Do Jari"
"09/08/2026";"09:00:14";25;16;"AP";"Amapá";"06130";"Laranjal Do Jari";1600279;"Laranjal Do Jari"
"09/08/2026";"09:00:14";25;16;"AP";"Amapá";"06157";"Santana";1600600;"Santana"
"09/08/2026";"09:00:14";25;16;"AP";"Amapá";"06173";"Tartarugalzinho";1600709;"Tartarugalzinho"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30007";"Luís Eduardo Magalhães";2919553;"Luís Eduardo Magalhães"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30058";"Eunápolis";2910727;"Eunápolis"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30660";"Iuiu";2917334;"Iuiú"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30678";"Jaborandi";2917359;"Jaborandi"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30694";"Jussari";2918555;"Jussari"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30716";"América Dourada";2901155;"América Dourada"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30732";"Arataca";2902252;"Arataca"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30759";"Barro Alto";2903235;"Barro Alto"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30775";"Barrocas";2903276;"Barrocas"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30791";"Buritirama";2904753;"Buritirama"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30813";"Capela Do Alto Alegre";2906857;"Capela Do Alto Alegre"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30830";"Capim Grosso";2906873;"Capim Grosso"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30856";"Canudos";2906824;"Canudos"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30872";"Dias D'Ávila";2910057;"Dias D'Ávila"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30899";"Fátima";2910750;"Fátima"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30910";"Filadélfia";2910859;"Filadélfia"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30937";"Gavião";2911253;"Gavião"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30953";"Guajeru";2911659;"Guajeru"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30970";"Heliópolis";2911857;"Heliópolis"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"30996";"João Dourado";2918357;"João Dourado"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33014";"Abaíra";2900108;"Abaíra"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33030";"Abaré";2900207;"Abaré"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33057";"Acajutiba";2900306;"Acajutiba"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33065";"Adustina";2900355;"Adustina"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33073";"Água Fria";2900405;"Água Fria"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33090";"Érico Cardoso";2900504;"Érico Cardoso"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33111";"Aiquara";2900603;"Aiquara"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33138";"Alagoinhas";2900702;"Alagoinhas"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33154";"Alcobaça";2900801;"Alcobaça"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33170";"Almadina";2900900;"Almadina"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33197";"Amargosa";2901007;"Amargosa"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33219";"Amélia Rodrigues";2901106;"Amélia Rodrigues"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33235";"Anagé";2901205;"Anagé"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33251";"Andaraí";2901304;"Andaraí"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33260";"Andorinha";2901353;"Andorinha"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33278";"Angical";2901403;"Angical"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33294";"Anguera";2901502;"Anguera"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33316";"Antas";2901601;"Antas"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33332";"Antônio Cardoso";2901700;"Antônio Cardoso"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33359";"Antônio Gonçalves";2901809;"Antônio Gonçalves"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33375";"Aporá";2901908;"Aporá"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33383";"Araçás";2902054;"Araças"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33391";"Aracatu";2902005;"Aracatu"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33405";"Apuarema";2901957;"Apuarema"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33413";"Araci";2902104;"Araci"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33430";"Aramari";2902203;"Aramari"
"09/08/2026";"09:00:14";5;29;"BA";"Bahia";"33456";"Aratuípe";2902302;"Aratuípe"
